Num,target,statement
130,Neutral,"Initially, 229 broad categories were notified to be taxed at 28 per cent, today we have only 51 items, one of which still remains is e-rickshaw tyres, Mohan said."
131,Anti,"Commenting on the proposal, AMRG & Associates Partner Rajat Mohan said the provision would be like the erstwhile Central Excise regime whereby tax collection was based on the number of packing machines installed in the factory for items like pan masala, gutkha, unmanufactured tobacco and chewing tobacco which are prone to tax evasion""."
132,Neutral,"This seems to be homecoming of production capacity based taxation,' Mohan said."
133,Anti,"AMRG & Associates Partner Rajat Mohan said low GST collections might lead to high fiscal deficit for states and hence tax and non-tax resources available exclusively to states' authorities might be tapped""."
134,Neutral,"Also, focus could be more on non-tax revenues which include services in the form of state educational institutions, sports facilities, electricity distribution, water supply and sanitation services,"" Mohan said."
135,Pro,"I believe electronic way bills would be the final nail in the coffin for people dealing in black markets or in the unorganised sector,"" Mohan said."
136,Neutral,"Mohan said the government is eyeing world-class implementation of GST""."
137,Neutral,"AMRG & Associates Partner Rajat Mohan said lower claim of tax credit could be due to multiple reasons, some of which would be genuine like delay in recording/processing of invoices, incorrect endorsement of GSTIN in GSTR -1 by supplier, among others""."
138,Anti,"Industries like mobile phones, LCDs, footwear products, expensive bags/apparel/ jewellery may be prone to such modus operandi,"" Mohan said."
139,Neutral,AMRG & Associates Partner Rajat Mohan said the circular should percolate down the chain and thereby streamlining detentions and seizures and pushing out an informal way of dealing things on the road.
140,anti,"This payment of tax on exempt supplies seems to be punitive provision and seems to be against the basic intention of law,"" said Rajat Mohan, Partner, AMRG & Associates."
141,Neutral,"I believe the government needs to pin these issues in the heart before the problems gets escalated and small businesses feel the heat of high tax compliance environment or start losing customers to competition,"" Mohan said."
142,Pro,"On the introduction of goods and services tax (GST), Captain Abhimanyu said almost all states had agreed on the issue after the Union government had assured them that no state would have to bear any loss as result of the GST implementation."
143,Neutral,"Capt Abhimanyu also asked the Centre to give full CST (central sales tax) compensation to the states from the year 2013-14 onwards, relax their fiscal deficit limit to  3.5% of the GSDP (gross state domestic product), increase borrowing limits, encourage public expenditure on infrastructure, and put premium on growth and efficiency in the devolution of taxes."
144,Pro,"However, it will not reduce the credit available to the dealer in the importing state, captain Abhimanyu said after making his suggestions during a meeting of the empowered committee of states' finance ministers in New Delhi."
145,Neutral,"Captain Abhimanyu said the Haryana government agreed with the empowered committee recommendation that full GST compensation be paid at least for five years through an independent mechanism, which should be in-built in the constitution."
146,Neutral,"Captain Abhimanyu said the state collected revenue to the tune of `1,000 crore a year on account of the purchase tax or VAT (value-added tax) on food grains; but under the GST regime, it had been proposed that the levy would not apply to food grains."
147,Neutral,Haryana finance minister Captain Abhimanyu said the new tax regime is a revolutionary step which would bring about a positive change in the tax system.
148,Neutral,"Capt Abhimanyu said the government has identified about 2,400 government properties so far."
149,Neutral,"Presenting the government's view, Finance Minister Haseeb Drabu said the government will ensure adequate safeguards for protecting the special constitutional position of Jammu and Kashmir as enshrined in Article 370 of the Indian Constitution."
150,Neutral,"Drabu said the existing tax incentives under the industrial policy will be continued and the cross-LoC trade can be maintained in the current form""."
151,pro,"In case the GST is not extended to the state, the businesses will be crippled as no trader from Jammu and Kashmir will be able to do business with their counterparts from other parts of the country,"" Drabu said, adding the consumer in J-K will be the worst hit due to double taxation."
152,Neutral,"Drabu said in the absence of an alternative trading link, J-K is literally integrated with mainland Indian market""."
153,Neutral,"Unless the government sets up an effective mechanism for refund, the new rules will be seen draconian, said B T Manohar, chairman of states taxation committee of FKCCI and member of Karnataka state GST advisory committee."
154,Neutral,"While the law restrains traders from changing the maximum retail price (MRP) inclusive of all taxes, there are no guidelines for repricing the commodities in accordance with the changed tax rates in the GST regime ,"" said BT Manohar, chairman of taxation committee and team GST of Federation of Karnataka Chambers of Commerce and Industry ."
155,Neutral,"Without amendment to the Legal Metrology Act and proper guidelines for the pricing mechanism, re-pricing will be illegal even when traders and manufacturers enter into an agreement,"" said Manohar."
156,Neutral,"While motor fuels are yet to be brought under the ambit of Goods and Services Tax (GST), the demand is that sales tax burden be reduced for now, said B T Manohar, chairman state taxation committee of FKCCI."
157,Neutral,"The GST Council has given an option to the states to look into the SGST component and the state governments can take decision whether to levy or exempt it, depending on the priority of the sector,"" said B T Manohar, taxation committee chairman at Federation of Karnataka Chambers of Commerce and Industries (FKCCI)."
158,Neutral,"Without doing this, it would be unfair on the Centre's part to expect traders to be compliant and deny compensation,"" said B T Manohar, state taxation chairman and team GST of Federation of Karnataka Chambers of Commerce and Industries (FKCCI)."
159,Neutral,"B T Manohar, chairman of taxation committee and team GST of Federation of Karnataka Chambers of Commerce and Industries, said it is consumers' responsibility to ask for the invoice in the proper GST format so that they aren't cheated by vendors."
160,Neutral,"The markets for Hindi and English films are much bigger,"" said BT Manohar, taxation committee chairman, Federation Karnataka Chambers of Commerce and Industries (FKCCI)""."
161,Neutral,The Centre has appointed a group of n ministers to look into the technical snag.
162,pro,"Thanks to all this, people are being spared tax hikes, and commodities in the state will not be dearer at least for four months before we know the new tax rates under GST, said B T Manohar, chairman of taxation committee of Federation of Chambers of Commerce (FKCCI)."
163,Neutral,"We have sent a representation to this effect to the Council, said B T Manohar, chairman of state taxation committee of FKCCI and member of the GST advisory committee to the government of Karnataka."
164,Neutral,"They were receptive to the new idea,"" said B T Manohar, chairman of FKCCI taxation committee."
165,Neutral,"The markets for Hindi and English films are much bigger,"" said B T Manohar, taxation committee chairman, Federation Karnataka Chambers of Commerce and Industries""."
166,Neutral,"All traders are clear about their registration because of the programmes conducted on GST awareness by FKCCI in coordination with the commercial tax department and other trade bodies,"" B T Manohar, chairman, state tax committee, Federation of Karnataka Chambers of Commerce & Industry (FKCCI), said."
167,anti,"It is going to create a precarious situation where food gets costlier at small restaurants, and cheaper at star hotels, said B T Manohar, chairman of the taxation committee, FKCCI."
168,Neutral,"Karnataka started preparing even before the Parliament passed the GST Bill earlier this year, said B T Manohar, taxation committee chairman of FKCCI."
169,Neutral,"I hope the enrolment and migration will be a smooth affair,"" said B T Manohar, chairman of the taxation committee of the FKCCI."
170,Neutral,"Without ARN, traders cannot get their GST Identification (GSTIN) which is required to raise the tax invoice and bill of sale."
171,Neutral,"We hope the GST Council clarify this soon and till such time, we suggest the jewellers make do with a simple delivery challan ,"" said B T Manohar, chairman of taxation committee, Federation of Karnataka Chambers of Commerce and Industries."
172,Neutral,"The central government should immediately withdraw the GST on purchases made by the SGPC and other religious institutions that are doing community service of this magnitude,"" Prithipal Singh, a devout Sikh who has been doing voluntary service at the Langar Hall of the Golden Temple complex in Amritsar for the past nearly a decade, told IANS."
173,Neutral,"The commerce department is actively working on it but the time required by other departments and parliamentary procedures are outside our ambit,"" said Union commerce secretary Rita A. Teaotia here today."
174,anti,"It is a fact that perhaps the demonetisation process, as was pointed out, may cause a momentary setback or momentary slowdown (to the country's exports), commerce secretary Rita Teaotia said."
175,Neutral,"The commerce ministry had entered into a consultative process with all the export promotion councils to understand the level of adaptation to the effects of demonetisation, Teaotia said."
176,Neutral,"I think that we need to take this as an opportunity for renewing the direction, for capitalising on the benefits that we can get from a far more transparent, far more open and let me say far less messy cash-based transactions, Teaotia said."
177,Neutral,"We have identified as part of this process several important industrial clusters, Teaotia said."
178,Neutral,She said the government's legal team was evaluating the draft legislation.
179,Neutral,Teaotia said multilateralism was making way for mega regional trade blocs in world trade.
180,Neutral,"Wipro and Infosys have proposed SEZs over  19.76 hectares and  20.14 hectares, respectively, and have paid Rs 75 crore each to buy land from the state government."
181,Neutral,"We will sort out the remaining issues in the next meeting scheduled on February 18,"" said Etala Rajender."
182,Neutral,HYDERABAD: Telangana finance minister Eatala Rajender said on Tuesday that the state would suffer huge financial losses if the Centre brings petrol and diesel under the ambit of Goods and Services Tax ( GST ).
183,Neutral,"We will make a forceful argument again on June 30 at the final GST Council meeting before its roll out and make our case for 35 items we already represented to the Council about,"" Finance Minister Eatela Rajender told TOI on Wednesday."
184,Neutral,HYDERABAD: Telangana finance minister Etela Rajender on Thursday said that the Centre has released Rs  455.6 crore towards CST (central sales tax) compensation due to the state.
185,Neutral,"While the total dues amount to Rs 7,049 crore, Rajender said that the Centre had released Rs  455.6 crore as the first installment and the second installment was expected next year""."
186,Neutral,"Rajender said that while supporting the implementation of GST (Goods and Services Tax), Telangana urged the Centre to exempt paddy, petrol and diesel from the new tax regime."
187,Neutral,"In a tweet, Chidambaram asked whether ""power"" would now accept the truth""."
188,Neutral,"Later talking to reporters, Chidambaram said the Congress was told to shut up when it flagged the weaknesses in the economy."
189,Neutral,"Responding to a question, Chidambaram said the Congress was not using Sinha's views (politically), and added that the BJP leader's statements only ""coincides"" with what the opposition party has been saying."
190,Neutral,"RAJKOT: Assailing Prime Minister Narendra Modi over demonetisation, senior Congress leader P Chidambaram today said he would have quit as finance minister if forced to implement the measure."
191,Neutral,"Delivering the lecture on the economy organised by the local trading community, Chidambaram said the prime minister's ambitious bullet train project between Ahmedabad and Mumbai should not have been a priority."
192,Neutral,Chidambaram on Saturday had said that the demand in Kashmir Valley is to respect in letter and spirit Article 370.
193,Neutral,"As part of these efforts the government has convened all-party meeting and also formed an all-party panel to build consensus on the issue, Drabu said on Tuesday."
194,Neutral,"Jammu and Kashmir chief minister Mehbooba Mufti (Express photo by Renuka Puri) Jammu and Kashmir chief minister Mehbooba Mufti (Express photo by Renuka Puri)Jammu and Kashmir, the only state which failed to meet the June 30 timeline for the GST rollout, is likely to clear the legislation on the indirect tax regime by July 6, its Finance Minister Haseeb Drabu said in New Delhi on Friday."
195,Neutral,"A few days back, Drabu had said the Mehbooba Mufti government is genuinely interested in building a consensus because the GST is a regime that would last for the next 30-40 years."
196,Neutral,Drabu said the state government has reached out to the opposition parties of the state and sent them all the relevant documents.
197,Neutral,"Since the GST bill passed by Parliament cannot be applicable to Jammu and Kashmir in its present form, the state government has brought a modified version of the legislation, Finance Minister Haseeb Drabu told reporters here after the Cabinet meeting chaired by Chief Minister Mehbooba Mufti."
198,Neutral,"The Cabinet today approved the draft legislation of GST and desired that we should hold a special session of the assembly starting, perhaps from the 17th (of June) to discuss the specific issue of extension of the GST to the state of Jammu and Kashmir, Drabu said."
199,pro,"Drabu said according to his estimates, the state will witness an increase of Rs 1500 crore to Rs 1600 crore in tax collections in addition to the devolution from the Centre."
200,pro,"Drabu said while there were no exemptions under the GST, the businesses in Jammu and Kashmir and northeast will continue to enjoy these benefits in the shape of reimbursements."
201,Neutral,Drabu said Jammu and Kashmir was lagging a little in IT aspect as we did not want to pre-empt the legislative part by doing so.
202,Neutral,"Drabu said the GST regime will roll out in the state at midnight, making Jammu and Kashmir the last state to join the new tax regime."
203,Neutral,"Drabu, during discussion on the resolution that day, had said the state government was not required to bring the resolution but it did so to get a sense of the House on the issue."
204,Neutral,"As part of these efforts the government has convened all-party meeting and also formed an all-party panel to build consensus on the issue, Drabu said."
205,Neutral,"There would be enough safeguards to the Constitution of Jammu and Kashmir, Drabu said in his reply on the second day of heated debates on GST in the state assembly."
206,Neutral,Drabu said the Constitution of J&K would not be touched and ruled out any further amendment in this regard in the Indian Constitution.
207,Neutral,"We shouldnt expect them to change their constitution to meet our requirements, said Drabu."
208,Neutral,"Elaborating on the impact of GST, Drabu said that only 1,000 goods vehicles had entered J&K on July 4 as compared to 2,000 on the corresponding date last year, and that only 250 vehicles left the Valley on the same day as compared to 500 last year."
209,Neutral,"This (implementation of GST) is important to prevent the breakdown of networks, to prevent pulverisation of our customers and to prevent the financial stress of the state, said Drabu."
210,Neutral,The resolution was passed for the protection of the special status of the state in the tax regime said Finance Minister Haseeb Drabu.
211,Neutral,"There would be enough safeguards to the Constitution of Jammu & Kashmir, Drabu said in his reply on the second day of the GST in the state assembly."
212,Neutral,"The guiding principle in fixing the GST rates is that it should not exceed the combined rate of VAT+ Central Excise/service tax lest it would trigger inflation and hardship to the consumers,"" state Finance Minister Yanamala Ramakrishnudu said in a letter to Union Finance Minister Arun Jaitley""."
213,anti,"Agarbathis are used for puja, Yanamala said adding that the seven per cent increase in tax will cripple the industry and jeopardise the employment of several thousands of people, besides causing additional burden on devotees."
214,Neutral,VIJAYAWADA: Finance Minister Yanamala Ramakrishnudu has said that the State government is contemplating to reduce taxes on petrol and diesel.
215,Neutral,"Addressing the officials of the Commercial Taxes Department here on Thursday, Yanamala said that the State has overcome the initial troubles due to the implementation of the Goods and Services Tax (GST)."
216,Neutral,"At a meeting organised by Union Finance Minister Arun Jaitley on GST in New Delhi on Tuesday, Yanamala said Andhra Pradesh has been collecting VAT on the transactions taking place in the territorial waters extending up to 12 nautical miles from the coast since a long time."
217,Neutral,"Yanamala said that the correct thing is to treat the territorial waters as the territory of State and to allocate powers not merely to collect but also to levy, collect and appropriate the taxes on these transactions to the States treating them as intra-state transactions."
218,Neutral,"Making it clear that Andhra Pradesh will not accept the proposal of cross empowerment to state officers under IGST Act, aimed at excluding state authorities to adjudicate cases, if any issue relating to import or export of goods or services is involved, Yanamala said that the State authorities have been administering CST Act 1956 and assessing the genuineness of exports as it involves refund of taxes paid at input stage""."
219,Neutral,Finance Minister Yanamala Ramakrsihnudu on Saturday said he expected a positive decision on the state's representation.
220,Neutral,"Stating that he has been raising the issue that common man has been affected severely due to high tax incidence under GST on several items, Yanamala said as a result, out of 228 items under 28% slab only 50 items will remain and all other items brought down to 18% slab or 12% slab."
221,Neutral,"Raising voice against the proposal to exclude state authorities to adjudicate cases if any issue related to import or export of goods or services are involved is also contested under Integrated GST Act, Yanamala said that the state authorities have been administering CST Act, 1956 and assessing the genuineness of exports as it involves refund of taxes paid at input stage."
222,Neutral,"Ahead of the meeting, Andhra Pradesh Finance Minister Y Ramakrishnudu said that he will highlight various demands that the state had made earlier""."
223,Neutral,"After the implementation of GST, as per our initial estimation, the state may see a short fall of Rs 2,900 crore in revenue,"" Ramakrishnudu told PTI""."
224,Neutral,Nangia & Co director Rajat Mohan said online companies have represented to the government on various issues.
225,Neutral,"For all other e-commerce companies the provisions of TCS (tax collected at source) would be applicable,"" Mohan said."
226,Neutral,"The bills very clearly specify that GST would be charged on any lease of land or letting out of the building or construction of a complex, building, civil structure or a part thereof, where whole or any part of consideration has been received before issuance of completion certificate or its first occupation, Nangia & Co director Rajat Mohan said."
227,Neutral,"If the price is fixed at 50% over and above C2, inflationary pressures are likely to be felt on food prices, said Chidambaram."
228,Neutral,"NEW DELHI: In a remark read in the backdrop of his son Kartis arrest, former finance minister P Chidambaram told the AICC plenary session that he had steel in him."
229,Neutral,"While presenting the economic resolution, Chidambaram said, Some thought that I would not stand here to speak to you and present the economic resolution, but I stand before you as I draw courage and strength from each of you who have come from all parts of India."
230,Neutral,"Former PM Manmohan Singh accused Prime Minister Narendra Modi of messing up the economy with jumla policies while Chidambaram asked what the heck have you been doing in the last four years, as Congress tore into BJP regime over mismanagement of economy."
231,Anti,"Expressing his opinion with regard to the complexities involved in running businesses under GST laws, Chidambaram said, You cant have this fantastic nonsense of asking people to file three returns a month in every state, which means if Im doing business all over India, we have to file thousand returns."
232,Neutral,"Expectations of a positive outcome from the GST Council did insulate us from the adverse effect of global volatility,"" said Vinod Nair, Head of Research, Geojit BNP Paribas Financial Services."
233,Neutral,"The US payroll and unemployment data will increase the chance for a hike in Fed rate by December 2016,"" said Vinod Nair, Head of Research, Geojit BNP Paribas Financial Services""."
234,Neutral,"but later it was understood that the broad effective rate will be neutral to the economy while consumer staples and FMCG will see some benefits,"" said Vinod Nair, Head of Research, Geojit Financial Services."
235,Neutral,"While RBIs market stabilisation scheme (MSS) to suck the excess liquidity out of the system provided some short-lived relief to banks, the ongoing GST Council meet and issues related to dual control and implementation disrupted the investors mood,"" said Vinod Nair, Head of Research, Geojit BNP Paribas Financial Services."
236,Neutral,"However, markets will continue to get support at lower levels due to reforms in banking sector, falling inflation and expectation of rate cut,"" Vinod Nair, Head of Research, Geojit Financial Services said."
237,Neutral,"sector-specific ups and downs may remain as GST implementation is round the corner,"" said Vinod Nair, Head of Research, Geojit Financial Services Ltd.The BSE 30-share Sensex, after opening higher, scaled a high of 31, 229.44, but slipped to end lower by  80.18 points, or  0.26 per cent, at 31, 075.73."
238,Neutral,"RBIs action will impact earnings potential for banks and finally impact investors expectation for FY18 earnings growth, Vinod Nair, Head of Research, Geojit Financial Services Ltd said."
239,anti,"Flight of foreign funds from equity and weakness in INR continue to alert investors as the short term benefit from GST is likely to be disruptive,"" Vinod Nair, Head of Research, Geojit Financial Services Ltd said."
240,Neutral,"Going forward, the fourth quarter earnings are relevant largely to understand the outlook of banks (the restructuring of non-performing assets) and other sectors,"" Vinod Nair, head, fundamental research, Geojit BNP Paribas, told IANS""."
241,Neutral,"Consequently, FIIs remains sellers in the market while active DIIs are keeping the overall environment positive, says Vinod Nair, Head of Research, Geojit Financial Services Ltd.Brokers said investors turned cautious and preferred to lighten their positions, particularly in banking sector stocks following the waiver of farm loans by Punjab."
242,Neutral,"The reluctance of RBI to cut rates even after excellent Consumer Price Index (CPI) and Wholesale Price Index (WPI) numbers and at the time of yuan devaluation has disappointed investors,"" Vinod Nair, head of fundamental research, Geojit BNP Paribas Financial Services told IANS."
243,Neutral,"Upcoming monetary policies from central banks across the globe and the announcements of quarter results will set the near term tone in the market,"" said Vinod Nair, Head of Research, Geojit BNP Paribas Financial Services."
0,neutral,"Speaking in the legislative council, Fadnavis had said the government was positive about revoking the suspension."
1,neutral,"We are positive about withdrawing the suspension, and will take a decision on Saturday, Fadnavis had said."
2,anti,"After Shiv Sena relaunched its attack on the state government over loan waivers, chief minister Devendra Fadnavis said the demand to completely waive farm loans could not be granted immediately as it will collapse the fiscal discipline."
3,neutral,"It will be the convergence of ideas, leaders and businesses, said chief minister Devendra Fadnavis."
4,pro,Chief minister Devendra Fadnavis said the decision was historic as the farmers who could not benefit from the loan waiver given by the previous government in 2008-09 have been incorporated in the waiver announced by the present government.
5,anti,"The banks have not bothered to inform farmers about the amount credited to their accounts as part of the waiver benefits, Fadnavis said during the meeting of the State Level Bankers Committee (SLBC), which represents all types of banks, at Sahyadri guesthouse in Mumbai."
6,pro,"Chief Minister Devendra Fadnavis told HT that drought like situation would be announced for 8,000 to 14,000 villages in the state by mid-September, on the basis of the average rainfall."
7,neutral,"We dont want the same thing to happen with this reservation, Fadnavis said."
8,pro,"Maharashtra chief minister Devendra Fadnavis on Thursday said the Bharatiya Janata Party (BJP) was prepared for mid-term polls in the state, remarks that come as both friends and foes have sought to corner his government on the issue of farm-loan waiver."
9,neutral,"If someone wants to impel us to go for mid-term polls, I am confident we will be able to form the government again, Fadnavis told reporters here without naming any party."
10,neutral,"So, people believe in this government, Fadnavis said."
11,pro,"Following this, Devendra Fadnavis has asked the finance secretary of the state to study the UP model on the basis of which loan waiver was declared."
12,pro,"On farm loans, CM Devendra Fadnavis said the Centre was positive about institutionalising the credit system and the state will bear its share."
13,pro,"Chief minister Devendra Fadnavis, too, while addressing a function of government employees last Thursday said the reduced rate of suicides was the result of efficiency shown by government staff."
14,anti,"Speaking on the issue, Chavan said, Farmers are not getting loan waiver or crop insurance and cannot even avail crop loans."
15,anti,"Dismissing the farmers protests, Union Agriculture Minister Radha Mohan Singh said, To get the medias spotlight, people are doing stunts, trying to do something unique."
16,anti,Punjab Chief Minister Amarinder Singh said the farming community faced a crisis due to the indifferent attitude of the Centre.
17,anti,"Commenting on the farmers protest, Mr Singh said on Saturday that people are doing stunts, trying to do something unique."
18,anti,"Singh said while farmers were resorting to extreme steps out of sheer desperation and the masses were reeling under the impact of the spiralling prices of essentials, Mr. Radha Mohan Singh clearly had no qualms on showing his lack of sensitivity to their problems."
19,neutral,"Shiv Sena chief Uddhav Thackeray on Wednesday said he needs a breathing period to take an informed decision about whether to continue his partys support to the BJP, indicating a decision is likely only after the civic polls."
20,pro,"Sena chief Uddhav Thackeray told his legislators to continue to press for the demand, and not let the house function till such a time that the state government, of which it is a component, gives in to it and announces a loan waiver."
21,neutral,"Party chief Thackeray also said the party rotted in its alliance with the BJP and henceforth will never go begging for a tie-up, and that this was the beginning of the Senas new journey."
22,pro,"If we all work together, Maharashtra will be the number one state in the country, Sena chief Uddhav Thackeray said at the inauguration of the Shiv Aarogya Seva, a telemedicine project, launched at Bandra on Monday."
23,neutral,"Commenting on the current performance of the government, Thackeray said, It will take 50 years to clean the mess created by the previous government."
24,neutral,"Elaborating on his claim, Thackeray said newspaper headlines remain the same even though the government has changed."
25,neutral,"Thackeray said he appreciates the recent step to revive NDA meetings, but felt things need to change, and the BJP needs to be clear on what the Sena means to them."
26,neutral,"Yes, it is my dream, and my resolve, Thackeray said."
27,neutral,"Uddhav, who was addressing his cadre on Marathi Bhasha Diwas in Mumbai, said no one should force the Sena on the land acquisition bill."
28,neutral,"Sena chief Uddhav Thackeray said a decision on whether his party will continue to support the BJP-led government will be taken only after the civic polls, as he needs time to assess the situation."
29,neutral,Mr. Badal asked.
30,anti,"Asked whether solving of targeted killing cases including murder of right-wing and Hindu leaders and crackdown on gangsters was not an achievement of the Congress regime, Mr. Badal said there was no question of giving any credit to anyone."
31,anti,"Earlier, addressing the rally, former Chief Minister Parkash Singh Badal said never before had any government betrayed the people in the manner the present Congress government had done."
32,pro,"We have agreed to set up a committee to allot agricultural land to tribals provided they submit proof of pre-2005 land cultivation, chief minister Devendra Fadnavis said."
33,pro,"Unless we do that, farmers will not gain much needed confidence, said Kishore Tiwari of Vidarbha Jan Andolan Samiti (VJAS), who was recently roped in by the State government to head a mission to reduce farm distress."
34,anti,"Campaigning for Congress candidates in Naragund and Ron, the epicentres of Mahadayi agitation, Siddaramaiah said Modi did not utter a word when he (the CM) led a delegation to him seeking his intervention in Mahadayi water dispute."
35,anti,"You are anti-Kannada and anti-Karnataka, Siddaramaiah said, alleging that Modi did not allow Kannada language in central government offices."
36,anti,"Reacting to the PMs naamdaar kaamdaar jibe, Siddaramaiah said: He should be saying Kaam ki Baat, not Maan ki Baat."
37,anti,"One should have a heart to respond to the poor, Siddaramaiah said."
38,anti,"On Modi praising JD(S) president H D Deve Gowda , Siddaramaiah said this has proved that JD(S) and BJP have a secret pact."
39,neutral,"On Modis call to wage a war against corruption, Siddaramaiah said all BJP leaders, who went to jail on various charges in 2008, have returned to the party fold and the BJP central leadership is silent on this only to win Karnataka elections."
40,neutral,"What makes this more significant is that after a long gap of 10 to 15 years, a large chunk of farmers who were denied fresh bank loans because of past defaults, would now be eligible for crop loans providing an opportunity to start afresh in their struggle for existence, Tiwari told ToI."
41,anti,"Kishore Tiwari, chairman of Vasantrao Shetkari Swavalamban Mission, said this is because despite waiver, banks have still not started disbursing fresh credit to the farmers leaving them fund starved."
42,neutral,"This year, the total arrivals are expected to be around 200 lakh quintals, Tiwari said."
43,neutral,"If we consider the incremental area of 10 lakh hectares which came under cotton this year, then the yields have been halved in 2017, said Tiwari."
44,anti,"Talking to TOI from Yavatmal after a crop review meeting, Tiwari said PSU banks have reached barely 7% of their crop loan target in the district."
45,anti,Tiwari said that the government has no control over the bureaucrats who are creating total confusion.
46,anti,"This apathy is hitting farmers hard, said Tiwari."
47,pro,"Tiwari said in the letter that Maharashtra had started working on core issues raised in NCF report related to the areas of land, water, bio-resources, credit and insurance, technology and knowledge management, and markets aggressively."
48,anti,"This year the state has implemented mega agricultural debt, waiver and debt relief scheme to benefit around 6 million farmers but as the state has no direct control over functioning PSU banks, it failed to give timely and sufficient credit to needy and debt rapped farmers, said Tiwari."
49,pro,"I have appealed to the Centre to immediately suspend imports, said Tiwari."
50,neutral,"As NCP president Sharad Pawar has said often enough, the largely urban-based saffron parties are unable to understand the needs of rural folks."
51,pro,"Recently NCP Chief Sharad Pawar asked the government why it was waiving of thousands of crores for Vodafone, but not helping sugar factories in distress."
52,pro,Union agriculture minister Sharad Pawar on Saturday said he would not oppose the creation of Vidarbha out of Maharashtra if a majority of the people in the state wanted it.
53,neutral,"I am for the state, for the unity of the state, Pawar said in an interview to CNN-IBN."
54,neutral,"Pawar, chief of Nationalist Congress Party  a UPA ally  said he was not aspiring to become the prime minister after the 2014 parliamentary polls."
55,neutral,"On Gujarat chief minister Narendra Modi being projected as Bharatiya Janata Party's prime ministerial candidate, Pawar said the move could benefit Modi's state, but beyond that it was difficult to comment as it was debatable whether the party would get huge support from regional parties."
56,neutral,"Asked if there early elections could be expected following the food ordinance, Pawar said, I don't think that government is thinking of early elections."
57,pro,"Raje said in this scheme, after waiving off interest and penalty on overdue loan till September 30, 2017, of small and marginal farmers, loan up to Rs 50,000 have been waived off from the remaining loan."
58,pro,"Raje said earlier farmers used to get insurance of Rs 50,000 on death or permanent disability under Raj Sahakar Personal Insurance Scheme, which now has been increased to Rs 10 lakh."
59,neutral,Chief minister Vasundhara Raje on Thursday said that people of Rajasthan have started moving towards a healthy lifestyle by adopting Yoga.
60,pro,Raje said that the state government in its budget has waived off a loan of up to Rs 2 lakh and its interest that was due in 1980 and 81 of Rajasthan Scheduled Castes and Scheduled Tribes Finance and Development Corporation Limited.
61,pro,Raje said that the government has given Rs 170 crore for renovation of Mahi canals and work has been started.
62,pro,"BJP government has started such health schemes in the state for its people, Raje said."
63,pro,"Raje said in just over four years, her government spent Rs 6,500 crore to carry out development works in Vagad area and another Rs 1100 crore in Gadi."
64,pro,"Raje had said, In the history of Rajasthan, this is the first government that has waived off crop loans up to Rs 50,000; the last two governments at the Centre had waived off farm loans up to Rs 10,000 only."
65,pro,"When asked about the BJPs stand on Mahadayi and the farmers protests against his party on the issue, Mr. Shah said: If the BJP assumes power after the Assembly polls, the new government will find a workable solution."
66,pro,"Prime minister Manmohan Singh says that 70 per cent farmers are not required, and should be moved out of agriculture."
67,neutral,"Further, Shah said those joining the BJP now would become like sugar in milk."
68,neutral,"As for the HJC, Shah said it should understand the Lok Sabha verdict which, in other words, means Bishnoi should scale down his ambitions and become a junior partner."
69,neutral,"Otherwise, Shah said, the BJP would contest the election on its own."
70,anti,"We have blocked the GT Road and stopped trains, said 65-year-old Harjit Singh of Kalal Majra village as the Khanna mandi was abuzz with Rahuls visit."
71,neutral,"After all, thats what the opposition is for, said Sher Singh, a 78-year-old farmer from Kullewal village."
72,anti,"At Mandi Gobindgarh, farmer Harbhajan Singh of Dadheri village told him how the state government had failed to settle his payment."
73,neutral,"Pointing out that the nation was also observing the 150th birth anniversary of Mahatma Gandhi, Amarinder said 2019 was a historic year for the entire nation, and called for collective efforts to ensure that the various commemorative events are celebrated in the spirit they deserve."
74,neutral,"Responding to a Facebook post on his profile page then in 2015, Captain Amarinder had said Mangat Rai Bansal will not be allowed to join the party in his rally, which was held immediately after his appointment as the PPCC president in Bathinda around a year ago."
75,anti,"Rubbishing the Shiromani Akali Dal (SAD) poll manifesto as a bunch of lies aimed at misleading the people, Punjab Congress president Captain Amarinder Singh on Tuesday said, Badals have failed to implement even 20% of the promises they made during the last elections."
76,neutral,Captain Amarinder asked.
77,anti,"Describing Kejriwal as a smooth and slimy operator, Captain Amarinder said the bribery and sex scandals involving AAP leaders and workers had made a mockery of his claims of providing clean and transparent governance."
78,anti,"Some farmers were taken into custody, said Bathinda police station officer Iqbal Singh."
79,pro,"In a statement issued here, Akali MPs Sukhdev Singh Dhindsa and Balwinder Singh Bhunder from the Rajya Sabha and Prem Singh Chandumajra from the Lok Sabha said Ekta, Ugrahan and few other factions of the Bharti Kisan Union (BKU) were trying to sow seeds of discontent in the peasantry."
80,neutral,"While criticising the Badal family, Sanjay Singh said Badal (synonym cloud) has now turned into a cloud of corruption, nepotism and anarchy in the state."
81,pro,"Sanjay Singh said the party would intensify the protest across the state and on March 6, the party would gherao the state government in Chandigarh."
82,pro,"Swaraj Abhiyan copying our movesOn being asked whether Yogendra Yadav-led Swaraj Abhiyan has stolen the march over AAP by planning to file a petition in the Supreme Court regarding farmer suicide in the region, Sucha Singh said certain political parties were merely following their steps in order to address the suicide issue."
