Entity	Source	By-Statement
Radha Mohan Singh	IE	( file photo ) Union agriculture minister PERSON said in PERSON Thursday that he would be happy if the new BJP government in Uttar Pradesh waived farm loans as promised by the party before the assembly elections .
Radha Mohan Singh	IE	45 crore allotted to Operationalise the horticulture mission last year , Union agriculture minister PERSON said on September 2 and hoped the state would use the entire amount received from the centre this year .
Radha Mohan Singh	DecH	Successive crop failure and expenditure on health , marriages and other social ceremonies are major reasons for indebtedness of farmers in the country , agriculture minister PERSON said during question hour .
Radha Mohan Singh	DecH	Agriculture Minister PERSON said the rains and hailstorm altogether affected 94 lakh hectares of crop area across 14 States over the last three months .
Radha Mohan Singh	DecH	The fund was released based on recommendations were by a high-level team of officials from the centre which visited Drought-Hit areas recently , Union agriculture minister PERSON told reporters here .
Radha Mohan Singh	DecH	But the scheme never took off due to change in the government at the centre , agriculture minister PERSON told reporters here .
Radha Mohan Singh	DecH	Agriculture Minister PERSON said that about 113 lakh hectares of PERSON crop have been destroyed due to unseasonal rains .
Radha Mohan Singh	DecH	Govt ready with contingency plan to deal with poor monsoon : Minnew Delhi , June 2 , 2015 , ( PTI ) 22:53 Istthe government is ready with contingency plans in 580 districts to deal with poor monsoon , agriculture minister PERSON said today .
Radha Mohan Singh	Telegraph	Crop Insurancepatna : Union agriculture minister PERSON on Friday said the centre has extended to August 31 the last date to enrol in the Pradhan Mantri Fasal BIMA Yojana for Bihar , aimed at enabling farmers to avail insurance cover against crop loss because of natural calamities .
Radha Mohan Singh	Telegraph	Over and above MSP , we have decided to give a bonus of RS 425 per quintal for pulses and RS 100-200 per quintal for oilseeds , agriculture minister PERSON told reporters after the cabinet meeting .
Radha Mohan Singh	Telegraph	Modi agenda Gopalganj : Union agriculture minister PERSON on Sunday said agenda of Modi government for five years is to strengthen the country and this is possible only when farmers and villages are taken care of .
Radha Mohan Singh	Telegraph	15 : Union agriculture minister PERSON today announced setting up of a regional centre of the National centre of organic farming ( PERSON ) , headquartered in Ghaziabad , Uttar Pradesh , to promote organic farming .
Radha Mohan Singh	TOI	Pune : Union agriculture minister PERSON on Tuesday said the cooperative sector could play a pivotal role in bridging the rich-poor gap and help the country achieve SAB ka Saath , SAB ka Vikas .
Radhakrishnan	NIE	After inspecting the Rain-Hit areas , animal husbandry minister PERSON said the department officials were instructed to provide enough fodder to the cattle and also conduct a survey on the death toll to assist the cattle farmers .
Radhakrishnan	TOI	Though the ban will help farmers get livestock at a lesser price , it can not prevent the illegal sale of animals for meat , said Radhakrishnan .
Raghuram Rajan	NIE	By PERSON : Demonetisation and the goods and services tax ( GST ) are the two major headwinds that held back India 's economic growth last year , former PERSON governor PERSON has said , asserting that the current seven per cent growth rate is not enough to meet the country 's needs .
Raghuram Rajan	IE	Repeated loan waivers by various state governments distort credit pricing , thereby also disrupting the credit market , former RBI governor PERSON had said .
Rahul Gandhi	IE	While taking a number of questions on GST , PERSON told the audience that the very structure of GST is flawed .
Rahul Gandhi	IE	Addressing the media at the MP border , PERSON said , PM Modi doesnt waive off farmer loans , doesnt give them benefits , only gives them bullets .
Rahul Gandhi	IE	Ganesh PERSON vice-president PERSON said on Saturday that the GST bill will be passed in parliament in in just 15 minutes with Congress support if the Narendra Modi government accepted conditions laid down by his party .
Rahul Gandhi	IE	Accusing prime minister PERSON of impinging upon the autonomy of institutions like the PERSON , Congress vice president PERSON said on Monday the central banks governor was informed of his decision on Demonetisation just a day before the move .
Rahul Gandhi	IE	( express photo by PERSON ) accusing prime minister PERSON of impinging upon the autonomy of institutions like the PERSON , Congress vice president PERSON said on Monday the central banks governor was informed of his decision on Demonetisation just a day before the move .
Rahul Gandhi	IE	( express photo by PERSON ) accusing prime minister PERSON of impinging upon the autonomy of institutions like the PERSON , Congress vice president PERSON said on Monday the central banks governor was informed of his decision on Demonetisation just a day before the move .
Rahul Gandhi	IE	Read more PERSON hits out at BJP govt over GST Billspeaking at an interaction with students in Mumbai , Congress vice president PERSON said it was the BJP which was responsible for the GST bill being delayed for seven years , adding that if the government wanted to see the bill make progress during the upcoming budget session , it would have to give in to their concerns .
Rahul Gandhi	HT	25Pm : the government waives loans of the top 50 rich men of the country but not of the farmers , PERSON said before leaving for PERSON .
Rahul Gandhi	HT	25Pm : PERSON says he spoke to the families of the deceased farmers on phone and conveyed condolences .
Rahul Gandhi	HT	Congress vice-president PERSON said on Wednesday the Uttar Pradesh governments decision to waive off crop loans of up to RS 1 lakh of small and marginal farmers in the state is a partial relief but a step in the right direction .
Rahul Gandhi	TOI	This story is from December 12 , 2018Picture used for representational purpose Onlydownload the times of India news app for latest Citybhopal : a year after the incident of firing in Mandsaur leading to death of six farmers , the Congress president PERSON in June this year announced that the farmers loan would be waived within 10 days if his party comes to power in Madhya Pradesh .
Rahul Gandhi	TOI	Market watchers claim many farmers had stopped repaying loans soon after Aicc president PERSON announced plans to waive farm loans up to RS 2 lakh in 10 days after coming to power in Madhya Pradesh .
Rahul Gandhi	TOI	Continuing the attack on Congress at another rally , Raje said , PERSON says that we have not waived off loans of any farmer , but in reality we have done so for 30 lakh farmers for UpTo RS 50K .
Rahul Gandhi	TOI	Addressing the agitators , Congress chief PERSON said , farmers are not asking for a reward or free gift , but only their rightful due .
Rahul Gandhi	TOI	New Delhi : with newly formed Congress governments in MP and PERSON clearing farm loan waivers , party chief PERSON said the opposition will not let PM Narendra Modi sleep at night till he announces agriculture loan amnesty nationally .
Rahul Gandhi	NIE	Also read : PERSON rally highlights | PM failed to fulfil promises , say PERSON , PERSON in his address at the venue , claimed that the centre had filed an affidavit in the Supreme Court saying it would not implement the M s Swaminathan commission report .
Rahul Gandhi	NIE	By Ptinew Delhi : the leaders of all opposition parties stand united with farmers in ensuring their good future , Congress president PERSON said on Friday and called for a farm loan waiver .
Rahul Gandhi	NIE	Urging people to shout his oft-repeated slogan against Modi and raising farmers issue during the address , PERSON claimed that the PM had duped farmers and looted the people of India to give `30,000 crore to PERSON .
Rahul Gandhi	NIE	By Ptirajnandgaon : if the Congress was voted to power in PERSON , it will write off farmers ' debts within 10 days , party president PERSON said Friday .
Rahul Gandhi	NIE	By PERSON : the time has come to usher in another green revolution and the Congress will do it if comes to power after PERSON polls , Congress president PERSON said at a farmers ' outreach here on Wednesday .
Rahul Gandhi	NIE	On Tuesday , PERSON had said the opposition will not rest till the Narendra Modi government waives farm loans across the country .
Rahul Gandhi	NIE	Donning a Himachali cap with dry followers atop , PERSON in his forty minute speech said , `` Demonetisation is a move against the poor .
Rahul Gandhi	NIE	On the farm loan waiver issue , PERSON said , when they were in government they waived RS 70,000 crore in loan waiver and recalled the BJP MPs criticism against the same .
Rahul Gandhi	NIE	Earlier , attacking the Narendra Modi government on Demonetisation , Congress president PERSON on Wednesday said that the note ban policy has destroyed lives of crores of farmers .
Rahul Gandhi	NIE	Ani Byraebareli : Congress president PERSON on Saturday said that no prime minister except PERSON took foolish decisions such as Demonetisation and goods and servies tax ( GST ) in the past 70 years .
Rahul Gandhi	NIE	Referring to his visit last week to Madhya Pradesh when he was not allowed to enter the state to meet the families of farmers who died in police firing , PERSON said , when I asked the policemen under what law they were stopping me from entering the state , they told me there was no law but they were only carrying out orders .
Rahul Gandhi	NIE	The government and opposition parties were Thursday locked in a bitter war of words with finance minister PERSON citing a spike in the number of taxpayers to staunchly defend Demonetisation while Congress president PERSON said the note ban cost 1 .
Rahul Gandhi	NIE	Talking to journalists after being stopped , PERSON said , the Narendra Modi government and the PERSON government are both PERSON .
Rahul Gandhi	NIE	Ejaz Kaiser Byexpress news Serviceraipur : Congress president PERSON , in a scathing attack on the Bharatiya Janata Party ( BJP ) government at the centre and in PERSON , said the saffron party encourages a few industrialists but ignores the concerns of the poor , the farmers , the labourers and the youngsters .
Rahul Gandhi	NIE	At the same rally , Congress president PERSON had said : the voice that is reverberating now across the country is of the farmers who are in deep distress and crisis .
Rahul Gandhi	NIE	Urging people to shout his oft-repeated slogan against Modi and raising farmers issue during the address , PERSON claimed that the PM had duped farmers and looted people of India to give RS 30,000 crore to PERSON .
Rahul Gandhi	DecH	Cong wo n't allow govt to take land of farmers easily : Rahulanantapur ( AP ) , July 24 , 2015 , PTI : 12:58 Isthitting out at the NDA government over the contentious land bill , Congress vice president PERSON today said he would not let prime minister PERSON take farmers ' land easily .
Rahul Gandhi	DecH	Opposing the land bill , Congress vice president PERSON has said that the party would not allow an inch of land to be acquired from farmers and made it clear that they are not in favour of the bill .
Rahul Gandhi	Telegraph	Congress chief PERSON had said that giving farmers RS 17 a day was an insult to all that they stood for .
Rahul Gandhi	Telegraph	Congress leader PERSON had also tweeted government says 99 per cent of goods will be at 18 per cent GST .
Rajesh Kumar	HT	It is , however , essential that cold chain is maintained after treatment of the fruit , said Dr Rajeshkumar , assistant director , Department of agriculture , Bihar .
Rajiv Kumar	Telegraph	It is the same as encouraging cashless initiatives without creating infrastructure Post-Demonetisation and recalling old notes without calibrating ATMs , said PERSON petroleum dealers association general secretary PERSON and owner of an HP fuel outlet in Sakchi .
Rajiv Kumar	NIE	By Ptinew Delhi : Niti Aayog vice chairman PERSON today said imposition of tax on agriculture income has always been considered by 'Successive governments ' , even as he cautioned that any such move should be taken once the sector is productive and attached to modern scientific methods .
Rajnath Singh	NIE	By express news PERSON : urging people to vote for PERSON and oust the Bjd government to ensure speedy development of the state , Union home minister PERSON on Friday announced that all farmers will be provided interest free loan of RS 1 lakh for five years if the saffron party comes to power in Odisha .
Rajnath Singh	NIE	Collect details and prepare a comprehensive report on how Demonetisation has impaired the finances of anti-national elements and groups , Rajnathsingh told the intelligence agency at the inaugural 51st post-independence Dgps/Igps Conference-2016 at the PERSON national police academy in Hyderabad on Friday .
Rajnath Singh	NIE	New Delhi : sounding bullish on the state of economy , Union home minister PERSON today said the centre was hopeful of crossing the hurdles in rolling out GST from April 1 next year .
Rajnath Singh	NIE	Collect details and prepare a comprehensive report on how Demonetisation has impaired the finances of anti-national elements and groups , '' PERSON told the intelligence agency at the inaugural of the 51st post-independence Dgps/Igps Conference-2016 at the PERSON national police academy in Hyderabad on Friday .
Rajnath Singh	NIE	Lucknow : in a message to those criticising note ban , Union home minister PERSON today said they should show patience for the 50-day period as the decision has been taken keeping national interest in mind and the situation will normalise after that .
Rajnath Singh	HT	Union home minister PERSON on Thursday said there were reports of anti-social elements instigating the Madhya Pradesh farmers agitation , which led to the police firing that claimed five lives .
Rajnath Singh	HT	Union home minister PERSON on Friday asked Indias voters to throw the BJP out of power if the government fails to double farmers income by 2022 , a statement which came amid a violent agitation by Agriculturists in Madhya Pradesh .
Rajnath Singh	IE	Earlier , Union home minister PERSON told the gathering that the NDA government had raised the amount of compensation to farmers who suffered due to vagaries of nature .
Rajnath Singh	IE	4:50 PM : home minister PERSON said the centre will not take any step that will break the faith of farmers and the common man .
Rajnath Singh	IE	( source : Ani photo ) Rajnathsingh on Thursday said the centre will not take any step that will break the faith of farmers and the common man .
Rajnath Singh	IE	( source : Ani photo ) condemning the violence in Mandsaur district of Madhya Pradesh where farmers are protesting over loan waiver and better price for their produce , home minister PERSON on Thursday said , the centre will not take any step that will break the faith of farmers and the common man .
Rajnath Singh	IE	Union home minister PERSON on Friday said the NDA government was working hard to improve the condition of farmers , claiming it was the first government ever to have resolved to double farm incomes by 2022 .
Rajnath Singh	DecH	Union home minister PERSON on Friday said that the nation can not be prosperous unless the farmers of the country earn more .
Ram	DecH	Finance Minister RAM claimed there was no record of the cabinet meeting of November 8 which , according to the government , had taken the Demonetisation decision .
Ram	DecH	When asked about Demonetisations effects on the public banking sector , Vijaya bank executive director PERSON said , it is a temporary phenomenon , which does not affect the demands of the corporate sector .
Ram	DecH	He also fought for the unification of the state and worked for the welfare of the farming community , RAM said .
Ram	DecH	Speaking to reporters in Bengaluru on Thursday , RAM said though the procurement centres have been opened since December 23 , there has not been much response from the farmers as the minimum support price ( MSP ) has been fixed at RS 1,100 per quintal , when compared to RS 1,300 per quintal , last season .
Ram	DecH	It 's not possible to release PERSON share as per the award as our ( PERSON 's ) farmers very much need water during this four-month period , RAM said in the assembly , briefing the members on the deliberations .
Ram	DecH	Recalling the contributions of the Wadiyar kings , especially Nalvadi , to all fields to make PERSON a welfare state , including education , agriculture , irrigation , and industries , RAM said , since he became chief minister , roads measuring a total of 1,000 km have been laid across the district at a cost of RS 1,580 crore .
Ram	DecH	Making a PERSON statement today in PERSON on the trade pact clinched at the WTO meeting at Geneva last night , commerce minister RAM said besides accepting its concerns on public Stockholding , the deal by the 160-Member body allows India to continue with its policy to provide minimum support price to farmers .
Ram	DecH	While RAM told reporters that the memorandum submitted by the state , asking for a financial assistance of RS 11,492 crore , has little to do with drought and more to do with structural programmes , PERSON said that PERSON stood at a far comfortable position than what has been projected by Shettar .
Ram	DecH	Echoing Ravindranaths views , H C RAM , president of advocates association of Bengaluru , said , we have to give justice to the litigants and many of the litigants are farmers .
Ram	DecH	Help promised to Farmersaddressing the gathering on the occasion , RAM said the government was celebrating the occasion with a heavy heart in the wake of the farmers suicides in the state .
Ram	DecH	Dh Photochief minister RAM on Wednesday said the state government has completed all the formalities to introduce goods and service tax ( GST ) from July 1 .
Ram	DecH	It is a coincidence that I was the finance minister when value added tax ( VAT ) was introduced and now when GST is going to be introduced , I hold the finance portfolio , RAM said .
Ram	DecH	Deputy commissioner N RAM told reporters on Thursday that government had released RS 52 crore for the district to provide compensation for the farmers in Gokak , PERSON , PERSON and PERSON who had suffered losses due to the hailstorms .
Ram	DecH	Prof RAM said the government should have allocated a large sum for agriculture as it is going through a serious crisis .
Ram	DecH	With over 100 farmers committing suicide in Karnataka for the past one month due to agriculture-related crises , we want to know what steps the Congress-Ruled state has taken to mitigate the problem , RAM told Deccan Herald .
Ram	DecH	Addressing a press conference in Bengaluru , RAM said prime minister PERSON had recently spoken about doubling the income of farmers by 2022 , but no measure to make it a reality was reflected in the budget .
Ram	DecH	Congress state president g RAM said the distressed farming community had again met with disappointment .
Ram	DecH	Complete 'Aadhar ' coverage in Karnataka by June next : Cmbangalore , July 16 , 2013 ( PTI ) : 18:03 PERSON chief minister RAM today said plans have been formulated to cover the entire state under the 'Aadhaar ' project by June next year .
Ram	DecH	Meanwhile , RAM on Sunday told reporters in PERSON that he is waiting for union governments stand to take a decision of farm loan waiver .
Ram	DecH	Wondering how the commission can ignore PERSON which has been facing severe drought for the past several years , RAM said even smaller states like PERSON have received more allocation than PERSON .
Ram	DecH	Lawyer-Turned-Organic farmer and founder of the green path , H R RAM said : the festival enables farmers to sell their produce directly to consumers .
Ram	DecH	Chief minister RAM , who described Puttaiah as a model farmer , said , though the latter lacks education ( he quit studies while in class eight ) , he has vast experience in agriculture .
Ram	DecH	Dh news service , Bengaluru , PERSON , 1:10 Istchief minister RAM announced that he would meet the president to seek his assent for Karnatakas land reforms bill which provides for giving agriculture labourers rights over houses built on land not belonging to them .
Ram	DecH	Later , at a party event at which former Vice-Chancellor of the University of agricultural sciences , Dr PERSON , was feted , RAM said he and Modi were poles apart .
Ram	DecH	When asked about Union agriculture PERSON PERSON controversial statement that love affairs were a cause for farmers ' suicide , RAM said it was being misinterpreted .
Ram	DecH	Government ready to include Ragi , PERSON under Pdsbangalore , July 10 , 2013 , Dhns : 1:52 Istthe state government is ready to include Ragi and PERSON under the public distribution system ( PDS ) if farmers are willing to grow more of these crops and sell them to it , chief minister RAM said on Wednesday .
Ram	DecH	No Objectionearlier , agriculture minister RAM said his department had no objection to the proposal to supply PERSON and PERSON through the PDS .
Ram	DecH	Modi opposed GST when he was chief minister of Gujarat and he is now championing the GST as prime minister and we welcome that , RAM said adding we welcome the facts that he has made these U-turns and taken positions as prime minister which were opposed to the positions which the BJP took when it was in opposition .
Ram	DecH	The Congress party will continue to expose the failures of the Modi government , RAM said adding for the Congress party in terms of substance , the greatest damage that Modi has done to Indian agriculture and to Indian farmers is the amendments to the land acquisition law of 2013 and open the doors to land grab .
Ram	DecH	On GST bill , RAM said the Congress wanted it to go to the select committee because certain provisions in the bill were not there when the then finance minister P RAM presented it in parliament in March 2011 .
Ram	DecH	Misuse of relief Amountearlier in the day , speaking to reporters at the RAM airport at Mandakalli in PERSON , RAM said on Friday that there was no question of protecting any tainted persons over embezzlement of relief amount meant for farmers for land acquired from them .
Ram	DecH	We have been with the farmers and we were asking for it , environment minister RAM said .
Ram	DecH	The bidding process and final bid price are prominently displayed to the farmers on a LCD screen in the auction floor , RAM said .
Ram	DecH	Countering him , RAM said the introduction of the state GST bill is only a formality as it has already been passed by parliament .
Ram	DecH	All-Party delegation to be taken to Delhi to resolve sugar cane PERSON : July 1 , 2015 , Dhns 1:10 Istthe state government will pay the sugar cane farmers after auctioning the sugar stock seized from the factories , chief minister RAM has said .
Ram	DecH	PERSON suicides : increase in ex Gratia effective from Aprilbengaluru , October 15 , 2015 , Dhns : 0:27 Istcooperation minister PERSON on Wednesday said hike in compensation to family members of farmers who have committed suicide and widow pension announced by chief minister RAM recently , will have retrospective effect from April 2015 .
Ram	DecH	Claiming victory of the Congress in its opposition of the land acquisition amendment PERSON moved by the centre as six out of total nine important changes were taken back , RAM said the Congress was in favour of the passage of goods and services tax ( GST ) bill , but wanted four changes in its present form .
Ram	DecH	Sources said it will not be practically possible to write off the entire loan amount , but RAM may announce a partial loan waiver , thus offering some relief to small and marginal farmers , reeling under severe drought .
Ram	DecH	Pointing out that Karnataka was witnessing one of its worst droughts in the last 46 years , RAM said the state government had sought RS 4,702 crore from the centre for drought relief works .
Ram	DecH	Chairing a district-level drought review meeting here on Tuesday , RAM asked the officials to work on a war footing to ensure proper drinking water supply , availability of fodder , increased number of man days under PERSON scheme and proper healthcare in affected areas .
Ram	DecH	On crop loss , RAM said , the state has suffered a crop loss of RS 7,000 crore in PERSON season .
Ram	DecH	Sugar minister PERSON RAM said water resources minister PERSON would hold a meeting of sugar cane farmers and factory owners in Bijapur on Thursday to resolve local issues pertaining to payment of sugar cane dues .
Ram	DecH	Farmer RAM said farming has not been taken up from the last four years .
Ram	DecH	Komul aims to double Productionshidlaghatta , Apr 3 , 2012 , Dhns : 2:04 Istkolar-Chikkaballapur milk union has ensured that dividends reach the farmers directly through its transparent administration , said Dr M N RAM , the managing director of the Karnataka milk Federation on Tuesday .
Ram	DecH	While Modi has failed to help us , PERSON was here to assuage our pain , said RAM , a wheat farmer at PERSON wholesale market in the northern Indian state of Punjab .
Ram	DecH	The requirement of funds for the infrastructure , agriculture , horticulture , animal husbandry , women and child development , health and education sectors in the region is RS 16,000 crore , RAM said .
Ram	DecH	Reacting to union minister D V PERSON statement that the chief minister had been making politically motivated statements with regard to drought relief funds , RAM said it was PERSON who was lying and trying to gain political mileage out of the issue .
Ram	DecH	Presenting the state budget proposals , chief minister RAM said the present system of excise duty on liquor is unable to capture the value addition that takes place in the retail sale of liquor in bars and clubs .
Ram	DecH	To prepare the ground for introduction of goods and services tax ( GST ) regime that envisage higher threshold for registration , RAM announced that the ceiling for registering with the commercial taxes department will be increased from RS 5 lakh turnover per year to RS 7 .
Ram	DecH	Meanwhile , addressing Mlas on the premises of the Delhi assembly on the GST , chief economic advisor RAM said he completely agreed on the principle of bringing liquor and land under the GST and all states should come together to make it happen .
Ram	DecH	PERSON tenure as chief minister , RAM said that , when Congress leader V PERSON asked PERSON , the then chief minister , to waive off farm loans in the legislative council , PERSON said that he had no note printing machine .
Ram	DecH	However , keeping the drought in view , RAM has asked officials to transfer money even to farmers who have not linked their account to Aadhaar till April 30 .
Ram	DecH	No incentive for sugarcane farmers , says Cmmandya : Oct 18 , 2014 , Dhns : 23:22 Istchief minister RAM said , no incentive will be paid to sugarcane farmers like last year as a committee has been formed to fix price for the produce .
Ram	DecH	Sugar minister PERSON said none of the sugar factories across the country had cleared dues of farmers within 14 days of procurement of sugar cane .
Ram	DecH	Noting that the Congress always supported the struggle of farmer , RAM said that farmers in the state have been facing injustice since 1924 .
Ram	DecH	Both because it is desirable , ( and ) also to tackle the problem of black money and things like that , chief economic adviser RAM said .
Ram	DecH	Piloting the bill , Karnataka chief minister RAM said the state has always been at the forefront of issues like implementing tax reforms , including VAT .
Ram	DecH	Taking an indirect dig at Bjp-Ruled States , RAM said as many as 24 States and one union territory have agreed to implement GST , but initially Gujarat , Madhya Pradesh and Rajasthan were against it .
Ram	DecH	Puttanniah said chief minister RAM had said that the production of foodgrains in the state has declined by 15,000 tonnes , but he has not bothered to safeguard the farmers interest .
Ram	DecH	In a statement , RAM said the series of farmer suicides had deeply distressed and pained him .
Ram	DecH	Speaking to reporters after holding a video-conference to review the drought relief work with Deputy commissioners and chief executive officers of PERSON of 12 districts of North Karnataka , RAM said the initial response from Maharashtra had been positive .
Ram	DecH	Magisterial probe into PERSON , July 7 , 2014 , Dhns : 1:50 Istchief minister RAM on Sunday said the government has ordered a magisterial inquiry into the police firing in which two farmers sustained bullet injuries , but ruled out shelving of the thermal power plant project , which is facing opposition by farmers .
Ram	DecH	Chief minister RAM had said that the production of foodgrains in the state has declined by 15,000 tonnes , but he has not bothered to safeguard the interest of farmers .
Ram	DecH	Chief minister RAM , who launched the integrated marketing project , said that it was a revolutionary programme which will help make agriculture a profitable business .
Ram	DecH	Govt to talk to PERSON , other parties on GST : Venkaiahbengaluru , Aug 18 , 2015 , ( PTI ) 15:36 Istthe centre would shortly hold discussions with PERSONress and other parties to bring them around to facilitate passage of the GST and some other key bills before the winter session of parliament , Union parliamentary affairs minister M Venkaiah RAM said today .
Ram	DecH	Unfazed by the blockage of the GST bill in PERSON by Congress in the recently concluded parliament session that ended on a bitter note over the Lalit Modi issue , RAM said government was keen to implement the revolutionary and most progressive GST tax proposal from April 1 , 2016 .
Ram	DecH	Compensation to farmers after joint survey report : Cmapril 18 , 2015 , PERSON ( Koppal Dist ) , PERSON to farmers for the crops they have lost to unseasonal rain in five districts of the Hyderabad-Karnataka region would be given once officials of agriculture and revenue departments conduct a joint survey and submit a detailed report , chief minister RAM said on Friday .
Ram	DecH	A sincere attempt will be made to provide water to standing crops of our farmers , RAM said .
Ram	DecH	When contacted , Dr RAM said that there was no clear reference to the lands in question in records and they had been converted for Non-Agricultural purposes only after verification of documents .
Ram	DecH	Delay in getting appointment with Modi upsets Siddaramaiahbengaluru , August 14 , 2015 , Dhns : 1:19 Istcm had sought time to discuss Kalasa-Banduri project , Droughtchief minister RAM on Thursday said he was disappointed that the appointment he had sought with Prime Minister PERSON to discuss various issues , including implementation of the Kalasa-Banduri project and drought condition prevailing in the state , had received no response .
Ram	DecH	Magisterial probe into farmer suicide Orderedbelgaum , Nov 28 , 2013 , Dhns : 2:42 Istchief minister RAM on Thursday announced a magisterial probe into the death of sugarcane grower Vithal Bheemappa Arabhavi amid opposition allegation that the state government was responsible for the farmers suicide and the demand for his resignation .
Ram	DecH	Ajith Athrady , DH news service , New Delhi , may 20 2017 , 15:43 Istthe goods and services tax ( GST ) will help improve India 's export growth , commerce minister RAM said here on Saturday .
Ram	DecH	The way the fitment discussions have happened in the GST council and the way commodities and services have been treated , GST is only going to help in improving our exports , RAM said at a media conference to brief three years achievements of her ministry .
Ram	DecH	Modi to address farmers ' rally in Belagavi on February 27Hubballi , Feb 9 , 2016 , Dhns : 3:11 Iststate BJP president PERSON announced on Monday that Prime Minister PERSON would address a farmers convention to be held in Belagavi on February 27 .
Ram	DecH	State failed to utilise grants from centre , say BJP Leaderstarikere , Oct 05 , 2015 , PERSON Iststate BJP president Pralhad RAM said the PERSON government had sanctioned UpTo RS 2 lakh interest-free loans for farmers and the RAM government has just raised the limit to RS 3 lakh and there is no question of interest here .
Ram	DecH	Replying to queries from the media on Tuesday as to whether the governor had rejected the governments recommendation , chief minister RAM in PERSON said , I have not seen the letter sent by the governors office as I was in Ballari to monitor drought relief work on Monday .
Ram	DecH	Quota for farmers ' children in Agri Varsitymysore , Feb 24 , 2014 , Dhns : 0:39 Istchief minister RAM on Monday announced that 40 per cent of seats in agricultural universities in the state will be reserved for farmers children .
Ram	DecH	Instead of waiting for the unions move to waive off farm loans , RAM should announce the States decision .
Ram	DecH	PERSON engineer RAM said that the decision of farmers has not affected the Desilting works .
Ram	DecH	Action will be taken as per law , against all those ( Mills ) not abiding by the law , RAM told reporters here in response to a question that a few mill owners - who are ministers in his cabinet - are allegedly not abiding by rules about payment of dues to sugarcane farmers .
Ram	DecH	Responding to a question from s R Vishwanath ( BJP ) , RAM said farmers , from whom 1,810 acres had been acquired for the project , would be given an option of either financial compensation or sites .
Ram	DecH	Amid the din , parliamentary affairs minister M Venkaiah RAM said the government was ready to discuss the farmer 's suicide , which is a important , serious and urgent .
Ram	DecH	Though the house has already discussed the issue of unseasonal rains and hailstorm destroying standing crops , the government was ready to have another debate on the plight of the farmers , RAM said .
Ram	DecH	In a bid for smooth transition to the new tax regime , RAM announced the constitution of GST consultation committee in the commercial taxes department that would have representatives from all the important stakeholders .
Ram	DecH	On Tuesday , chief minister RAM had said he had not seen the file sent by the governors office as he was in Ballari to monitor drought relief work .
Ram	DecH	Maharashtra government was Impleaded after RAM told the court that the state government was insisting on Aadhar card number to pay wages to its employees .
Ram	DecH	We have set up an agriculture price commission with Rs.1,000 crore revolving support price fund for market intervention to ensure farmers do not suffer losses in the event of prices for their crops fall below production cost , RAM said .
Ram	DecH	Launching a tirade against the Bjp-Led National Democratic Alliance ( NDA ) government , RAM said : Modi government is PERSON and it is evident with the changes brought to the act , only to benefit the corporates .
Ram	DecH	Compensation from centre for crop loss meagre : Cmgulbarga , SEP 6 , 2014 , Dhns : 0:25 Istchief minister RAM on Saturday said that the compensation received from the central relief fund for natural disasters for crop losses due to floods was meagre .
Ram	DecH	Speaking at a rally after participating in a Padayatra with Rahul from Maidur to Gudagur in Ranebennur Taluk on Saturday , chief minister RAM said the compensation to families of farmers who have committed suicide will be increased from RS 2 lakh to RS 5 lakh .
Ram	DecH	The separate state is not for the rich , it was for the poor farmers and the students who were subjugated by Andhra rulers , Tjac chief Prof RAM said .
Ram	DecH	To send a message to farmers , who are in the habit of raising loans , RAM said , barring my father , who had obtained loan once from a PERSON bank , nobody in our undivided family has availed loans .
Ram	DecH	Speaking to reporters in Bengaluru , RAM said that Rahul would visit the houses of farmers who ended their lives due to debt in Mandya district on October 9 .
Ram	DecH	Recalling how the heavy monsoons this year had ruined Arecanut crops in the coastal region , RAM said that the scientists from University of agriculture sciences must come up with innovative technologies .
Ram	DecH	Cabinet reshuffle put off due to drought , says Cmbelagavi , Apr 26 , 2016 , Dhns : 1:12 Istchief minister RAM said the proposed cabinet expansion and reshuffle has been postponed by a month due to the prevailing drought in the state .
Ram	DecH	Ryot leader PERSON said farmers in Mandya district are suffering due to severe drought and there is no sufficient water in the KRS dam .
Ram	DecH	The drought areas will be notified in consultation with states , rural development secretary PERSON told PTI .
Ram	DecH	Cm warns of action against usurious Lendersjuly 19 , 2015 , Bengaluru , Dhns 1:16 Istmoneylenders pressuring farmers for high rates of interest and eventually driving them to suicide will be held responsible for their death , chief minister RAM said on Saturday .
Ram	DecH	Addressing farmers in the state through all India radio from Bengaluru , RAM said it had come to the fore that the dramatic rise in farmer suicides in the last few days was due to their exploitation by mercenary moneylenders charging high rates of interest .
Ram	DecH	Stating that he was himself a son of a farmer , RAM said his government would make farmer welfare its priority .
Ram	DecH	Apologising for not visiting families of those farmers who have ended their lives , owing to the ongoing legislative session , RAM said he would do so once the session concluded .
Ram	DecH	Responding to clarifications from members , RAM said the government will constitute an agriculture price commission soon and come to the rescue of Arecanut , coconut , coffee and cotton growers in distress .
Ram	DecH	Aadhaar enrolment will be speeded up : Siddaramaiahbangalore , may 26 , 2013 , Dhns : 1:57 Istchief minister RAM on Sunday said the government will take measures to speed up the Aadhaar enrolment drive and the entire population of the state will be covered within one year .
Ram	DecH	Agriculture Minister RAM , while pointing out that there was a lot of corruption in the administration across the country , said Aadhaar would go a long way in curbing it .
